No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date,Target Price,IPO Date,After-Hours Close,After-Hours Change
2864,GLMD,Galmed Pharmaceuticals Ltd.,Healthcare,Biotechnology,Israel,76.68,,,,,1.26,1.21,,,,-1.15,-78.30%,-15.30%,-1.90%,20.00%,,-32.30%,,21.15,16.47,21.36%,0.00%,36.60%,3.91%,0.40%,0.74,-33.20%,-36.00%,,13.6,13.6,0,0,,,,-1.92%,-23.88%,-26.09%,10.87%,-9.85%,-38.24%,2.44,0.22,5.04%,5.76%,-9.95%,-19.63%,-26.85%,-32.34%,6.25%,-51.63%,18.21%,30.83,-0.56%,1.70%,1.9,90,0.58,3.57,1.13%,51799,8/6/2020 8:30,,3/13/2014,,
2523,FLUX,"Flux Power Holdings, Inc.",Industrials,Electrical Equipment & Parts,USA,76.04,,,,5.59,,760.45,,,,-2.81,-3.70%,,13.50%,,91.90%,-3.30%,183.30%,5.11,3,1.10%,0.00%,10.10%,,0.19%,0.02,-146.10%,180.50%,-351.60%,0.4,0.2,,,9.60%,-95.90%,,18.37%,14.14%,-18.79%,-27.57%,-52.14%,-27.09%,0.49,0.8,16.56%,13.72%,17.78%,4.72%,-19.00%,-25.56%,67.50%,-33.60%,76.32%,55.97,3.24%,-3.13%,,291.57,0.92,6.7,0.00%,264838,9/28/2020 8:30:00 AM,,12/7/1999,6.7,0.00%
1289,CLPT,"ClearPoint Neuro, Inc.",Healthcare,Medical Devices,USA,75.83,,,,6.48,56.77,4.74,,,,-0.43,25.30%,-6.30%,32.70%,30.00%,25.50%,48.70%,-51.00%,15.5,10.92,3.20%,0.00%,7.30%,-16.50%,0.56%,0.85,-36.10%,-176.50%,-68.60%,5.6,4.6,13.38,13.62,70.40%,-43.00%,-55.30%,-1.07%,17.73%,40.37%,53.90%,18.28%,6.45%,0.72,0.42,9.20%,8.97%,-0.27%,11.28%,17.11%,-23.96%,46.83%,-23.96%,78.65%,51.04,-6.42%,0.00%,2,71.59,0.71,5.11,-6.42%,50242,8/12/2020 16:30,,5/21/2012,5.07,-0.78%
1115,CDR,"Cedar Realty Trust, Inc.",Real Estate,REIT - Retail,USA,75.36,,,,0.53,0.23,1.1,4.46,4.79%,,-0.31,5.70%,-15.80%,-39.30%,11.00%,-0.60%,-443.70%,-19.90%,86.51,77.29,4.69%,0.00%,64.70%,-23.77%,1.73%,1.35,-2.20%,-7.90%,2.60%,,,2.2,2.2,66.90%,5.40%,-18.70%,16.30%,-1.75%,-17.36%,22.86%,-70.81%,-71.71%,1.45,0.05,6.82%,6.87%,3.86%,-2.85%,-42.59%,-20.50%,19.24%,-77.38%,58.96%,53.32,3.05%,0.00%,2.7,989.74,0.46,0.83,3.05%,455473,8/10/2020 16:30,,12/17/1986,0.83,0.04%
2092,EPM,Evolution Petroleum Corporation,Energy,Oil & Gas E&P,USA,75.18,12.79,,,2.54,1.02,3.82,,4.37%,181.20%,0.18,-61.20%,,6.50%,,1.20%,-171.60%,-67.30%,32.96,30.25,8.18%,0.00%,75.20%,-4.00%,1.13%,3.33,6.30%,7.70%,7.90%,5.9,5.9,0,0,54.40%,12.80%,20.10%,1.78%,-20.49%,-20.49%,-3.38%,-59.54%,-58.14%,1.56,0.15,5.35%,6.41%,-8.03%,-13.29%,-32.83%,-22.93%,2.23%,-61.51%,7.99%,41.66,0.88%,1.34%,2.3,102.76,1.04,2.29,2.23%,107386,9/9/2020 16:30,,4/11/1996,,
3992,KTOV,Kitov Pharma Ltd,Healthcare,Biotechnology,Israel,75.04,,,,75.04,0.47,,,,,-7.8,,,,,,,0.00%,17.21,5.89,4.67%,0.00%,28.19%,,6.82%,0.35,,,,,,,,,,,9.27%,6.34%,-53.12%,38.32%,-40.03%,-44.07%,,0.28,5.77%,7.23%,4.16%,-22.30%,-25.20%,-55.44%,19.13%,-69.72%,98.18%,38.62,-0.46%,-0.68%,,1149.05,0.23,4.36,-1.13%,286147,,,11/20/2015,4.27,-2.06%
6207,SMMCU,South Mountain Merger Corp.,Financial,Shell Companies,USA,74.94,,,,,17.66,,,,,,,,,,,,,6.25,,25.00%,0.00%,58.62%,,,0,,,,,,,,,,,7.05%,9.00%,14.19%,14.96%,,15.18%,,0.68,5.04%,3.39%,7.84%,9.97%,14.99%,-0.91%,18.01%,-0.91%,27.55%,56.08,0.00%,9.00%,,6.02,0.73,11.99,9.00%,4370,,,6/20/2019,,
389,ARAV,"Aravive, Inc.",Healthcare,Biotechnology,USA,74.84,,,,,1.27,1.25,,,,-1.93,85.20%,8.90%,43.10%,,,-17.50%,,15.9,11.01,0.50%,0.00%,52.50%,25.63%,10.39%,4.91,-36.60%,-44.80%,,13.5,13.5,0,0,,,,-4.05%,-10.40%,-59.28%,-8.49%,-30.60%,-65.33%,2.94,0.38,6.05%,7.50%,-11.66%,-20.63%,-50.08%,-56.57%,3.04%,-69.65%,41.92%,37.23,-2.37%,3.30%,1.6,232.9,0.42,4.74,0.85%,98307,8/3/2020 16:30,,3/21/2014,4.74,0.00%
309,AMTX,"Aemetis, Inc.",Energy,Oil & Gas Refining & Marketing,USA,74.7,,,,0.38,,21.97,,,,-1.12,-7.00%,-53.80%,-48.20%,,-0.60%,116.30%,-5.50%,20.68,18.57,10.75%,0.00%,22.90%,-20.44%,1.43%,0.12,-21.70%,14.70%,-18.80%,0.3,0.2,,,11.90%,3.00%,-11.60%,41.22%,81.37%,354.88%,611.54%,252.38%,345.78%,0.41,0.38,15.53%,14.50%,48.85%,74.29%,236.24%,6.63%,359.74%,6.63%,898.65%,72.83,17.83%,-1.87%,2,2163.33,1.66,3.7,15.62%,3554466,8/13/2020 8:30:00 AM,4.5,6/27/2006,3.7,0.00%
3080,HCCH,HL Acquisitions Corp.,Financial,Shell Companies,USA,74.39,,,,,0.45,743.9,,,,-0.46,-165.90%,,,,,-179.70%,,2.06,,18.45%,0.00%,40.20%,-38.64%,,0.69,-1.70%,-1.70%,,0.1,0.1,0.01,0.03,,,,5.59%,3.56%,-7.20%,9.78%,,9.78%,,0.39,4.42%,3.75%,2.94%,4.63%,7.57%,-5.42%,13.23%,-15.37%,13.23%,58.94,-1.05%,2.87%,,129.91,0.9,11.34,1.80%,120069,,,7/18/2018,10.85,-4.32%
3546,INOD,Innodata Inc.,Technology,Information Technology Services,USA,74.28,,,,1.31,2.97,5.5,24.76,,,-0.06,-535.60%,,-10.00%,20.00%,-1.10%,9.60%,2.20%,24.41,21.9,10.22%,0.00%,20.10%,1.00%,0.21%,0.25,-2.80%,-5.30%,-5.10%,1.5,1.5,0.21,0.28,33.90%,0.30%,-2.50%,39.82%,44.39%,127.21%,269.62%,145.24%,171.05%,1.33,0.31,20.13%,11.29%,36.02%,58.83%,127.71%,-10.43%,132.33%,-10.43%,312.00%,73.54,-1.59%,1.62%,,181.86,2.86,3.09,0.00%,499064,,,8/10/1993,3.09,0.00%
5265,PGZ,Principal Real Estate Income Fund,Financial,Asset Management,USA,74.03,,,,,,,,12.30%,,,,,,,,,,6.9,,0.07%,0.00%,16.07%,,,0.1,,,,,,,,,,,-2.37%,-7.98%,-10.66%,-11.76%,-47.27%,-49.20%,,0.2,2.10%,1.89%,-5.12%,-7.31%,-26.65%,-11.69%,2.00%,-51.25%,12.83%,27.73,0.47%,-0.28%,,34.23,1.54,10.73,0.19%,51919,,,6/26/2013,10.73,0.00%
6451,SUNW,"Sunworks, Inc.",Technology,Solar,USA,72.91,,,,1.35,4.76,9.35,,,,-1.39,-28.20%,85.00%,32.80%,10.00%,24.30%,-335.90%,-48.10%,16.63,16.54,1.72%,0.00%,2.00%,16.80%,2.34%,0.03,-44.70%,-148.80%,-68.30%,1.3,1.2,0.35,0.62,11.70%,-22.10%,-23.70%,-40.71%,242.60%,211.75%,575.36%,-10.73%,86.40%,-0.42,0.87,37.12%,50.18%,85.05%,107.72%,188.21%,-72.59%,350.24%,-72.59%,703.45%,57.85,3.10%,-11.02%,3,11921.7,0.46,2.33,-8.27%,6033854,,,2/3/2006,2.3,-1.29%
2969,GRNQ,Greenpro Capital Corp.,Industrials,Conglomerates,Hong Kong,72.7,,,,20.77,10.17,181.75,,,,-0.03,84.50%,,-49.80%,,,,-76.50%,55.51,16.53,78.49%,0.00%,0.10%,82.85%,0.16%,0.01,-17.00%,-38.70%,-30.20%,0.3,0.3,0.2,0.28,77.30%,-41.80%,-44.30%,29.10%,7.96%,-26.06%,264.18%,25.01%,114.04%,,0.18,22.56%,10.95%,14.72%,19.04%,50.18%,-60.90%,74.29%,-60.90%,480.95%,54.85,-2.40%,-13.79%,3,2487.56,0.13,1.22,-15.86%,341317,,,7/9/2015,1.2,-1.64%
6832,TZOO,Travelzoo,Consumer Cyclical,Travel Services,USA,72.57,,30.47,,0.91,,2.83,3.21,,,-0.99,-7.30%,210.50%,-17.10%,19.80%,-6.20%,-338.00%,-73.70%,11.31,6.77,58.95%,0.00%,30.00%,-21.18%,3.00%,1.58,-22.10%,-208.10%,42.80%,0.7,0.7,,,86.20%,-12.50%,-16.40%,6.50%,-19.14%,12.54%,88.22%,-37.08%,-38.79%,2.06,0.51,4.19%,7.18%,-11.73%,-6.39%,-9.20%,-23.93%,25.00%,-47.16%,115.46%,42.31,0.77%,1.09%,2,128.3,0.41,6.55,1.87%,54683,7/30/2020 8:30:00 AM,,8/28/2002,6.55,0.00%
2347,FCRD,"First Eagle Alternative Capital BDC, Inc.",Financial,Asset Management,USA,71.96,,5.98,,1.9,,,,25.94%,,,-59.80%,14.30%,-9.45%,5.00%,,,-54.20%,30.11,,6.03%,0.00%,53.44%,,,1.96,,,,,,,,,,,-6.27%,-22.40%,-27.13%,8.64%,-63.90%,-62.12%,,0.1,4.96%,3.54%,-13.72%,-24.28%,-40.05%,-34.70%,0.84%,-65.86%,53.21%,20.19,-1.24%,-2.42%,3,68.65,1.31,2.39,-3.63%,91599,,3.25,4/22/2010,,
132,AFI,"Armstrong Flooring, Inc.",Industrials,Building Products & Equipment,USA,71.81,,,,0.12,0.3,2.11,,,,-3.52,-290.50%,54.30%,-59.60%,47.60%,-12.50%,-241.70%,-18.10%,21.92,20.94,3.90%,0.00%,87.40%,-7.19%,0.85%,0.75,-14.60%,-28.10%,-20.20%,1.8,0.8,0.25,0.27,12.70%,-11.50%,-12.90%,-7.10%,-13.92%,18.47%,139.44%,-43.80%,-20.37%,2.76,0.31,7.37%,8.39%,-11.18%,-4.83%,9.93%,-27.81%,20.98%,-49.63%,203.57%,40.8,-2.30%,0.87%,3,235.06,1.84,3.4,-1.45%,424761,7/22/2020 8:30:00 AM,3,3/17/2016,3.26,-4.12%
5007,ONCY,Oncolytics Biotech Inc.,Healthcare,Biotechnology,Canada,70.97,,,,,3.8,3.17,,,,-0.77,-40.70%,,5.80%,,,33.80%,,41.66,40.97,1.80%,0.00%,2.50%,78.42%,5.31%,4.61,-111.70%,-231.30%,,8.8,8.8,0,0.01,,,,4.27%,-1.16%,-8.06%,18.75%,309.58%,-64.08%,2.24,0.1,4.23%,6.12%,0.75%,-5.08%,-17.95%,-23.66%,12.50%,-71.59%,387.18%,45.01,-2.29%,3.55%,,471.45,0.58,1.71,1.18%,273610,8/4/2020 16:30,,10/5/2001,1.69,-1.17%
2811,GEVO,"Gevo, Inc.",Basic Materials,Specialty Chemicals,USA,70.76,,,,3.98,0.24,11.23,,,,-2.2,59.00%,83.70%,,25.00%,-2.80%,32.80%,-80.40%,75.73,44.99,6.60%,0.00%,1.50%,-12.07%,8.84%,0.11,-34.80%,-44.90%,-30.30%,0.7,0.6,0.01,0.26,-69.00%,,,7.22%,-22.18%,97.02%,29.51%,-67.18%,-58.23%,2.76,0.14,13.82%,12.66%,1.10%,12.12%,-23.88%,-55.73%,88.81%,-72.15%,109.78%,51.55,-3.50%,0.04%,2,37838.69,0.14,0.96,-3.46%,5462062,8/10/2020 16:30,,2/9/2011,0.97,0.41%
1130,CELC,Celcuity Inc.,Healthcare,Diagnostics & Research,USA,69.68,,,,,4.06,,,,,-0.8,2.60%,-37.80%,,16.00%,,-27.40%,,10.26,5.02,40.00%,0.00%,20.30%,-7.88%,0.56%,2.86,-42.80%,-44.90%,,19.2,19.2,0,0,,,,7.29%,13.51%,-9.35%,14.13%,-62.28%,-40.79%,,0.36,8.30%,5.82%,14.11%,12.64%,-16.06%,0.96%,26.00%,-65.72%,56.33%,60.74,7.64%,0.91%,2,9.8,1.01,6.3,8.62%,9773,,,9/20/2017,,
3550,INSE,"Inspired Entertainment, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,69.52,,,,0.43,,,17.83,,,-2.83,-70.30%,68.80%,,10.00%,,-126.90%,-41.60%,22.4,15.74,7.37%,0.00%,75.50%,-8.66%,1.11%,1.64,-22.20%,108.70%,-5.90%,1,0.8,,,75.30%,-18.00%,-39.30%,1.34%,-11.70%,8.63%,13.96%,-53.96%,-55.26%,0.99,0.2,5.11%,6.74%,-5.08%,-11.01%,-24.59%,-21.76%,8.63%,-61.60%,61.50%,41.34,1.68%,0.34%,2,106.19,0.19,3.02,2.03%,20604,8/13/2020 8:30:00 AM,,12/11/2014,,
6850,UBOH,"United Bancshares, Inc.",Financial,Banks - Regional,USA,69.32,5.22,,,1.79,0.66,0.93,,2.64%,11.50%,4.06,29.40%,,20.80%,,14.00%,148.10%,6.30%,3.27,2.58,0.30%,0.00%,19.30%,0.16%,0.11%,1.43,1.50%,13.70%,24.80%,,,0.2,0.2,,78.00%,34.40%,10.65%,13.37%,19.10%,-6.81%,-2.12%,-6.65%,0.7,1.2,5.08%,5.90%,4.44%,11.21%,9.05%,-3.64%,28.48%,-13.61%,68.25%,56.46,0.00%,-1.40%,,1.99,0.04,21.2,-1.40%,71,,,3/22/2000,20.56,-3.02%
6884,UG,"United-Guardian, Inc.",Consumer Defensive,Household & Personal Products,USA,68.85,15.53,,,5.14,6.47,7.48,28.69,5.60%,100.40%,0.97,9.40%,,3.30%,,0.20%,10.00%,-9.10%,4.59,2.88,37.83%,0.00%,27.00%,-0.24%,0.04%,0.13,34.10%,39.90%,38.90%,6,5.2,0,0,58.50%,39.40%,33.10%,0.47%,5.26%,-3.35%,15.83%,-21.47%,-23.66%,0.01,0.43,2.25%,2.95%,-0.28%,-0.27%,-4.33%,-11.76%,11.11%,-28.20%,40.85%,47.31,-0.99%,-0.03%,,8.58,1.46,15,-1.02%,12306,8/7/2020 8:30,,3/17/1980,14.69,-2.07%
1948,EEA,"The European Equity Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,68.81,249.46,,,42.37,0.93,,,1.63%,,0.04,,,,,,,-37.70%,7.46,,0.08%,0.00%,50.14%,,,0.36,,,,,,,,,,,0.44%,-5.91%,7.95%,37.99%,7.57%,-0.70%,,0.25,2.34%,2.20%,-2.60%,-1.48%,7.70%,-7.79%,7.08%,-7.79%,62.69%,46.18,-1.70%,-0.73%,,17.29,0.29,9.23,-2.42%,5028,,,7/18/1986,,
3750,JFK,8i Enterprises Acquisition Corp.,Financial,Shell Companies,Singapore,68.67,,,,,1.22,,,,,-0.11,0.70%,,,,,-75.00%,,7.43,5.75,22.58%,0.00%,70.70%,10.65%,0.53%,0.45,-1.40%,-1.50%,,0,0,0,0.03,,,,0.00%,-13.29%,-10.89%,-11.24%,-8.81%,-10.18%,,0.59,7.12%,6.90%,-6.75%,-10.46%,-10.48%,-29.41%,11.39%,-30.77%,22.28%,40.24,0.67%,-0.67%,,67.9,0.72,9,0.00%,48491,,,5/16/2019,,
701,BFY,BlackRock New York Municipal Income Trust II,Financial,Asset Management,USA,68.47,7.36,,,13.37,0.84,,,4.97%,,1.86,,,,,,125.80%,-2.20%,5,,0.04%,0.00%,11.23%,,,0.14,,,,,,,,,,,0.96%,-0.87%,-1.08%,11.22%,-4.20%,-5.07%,,0.12,0.58%,0.73%,-0.27%,-2.70%,-0.69%,-6.62%,1.03%,-13.14%,34.78%,41.43,0.15%,0.44%,,10.02,0.58,13.68,0.59%,5768,,,7/26/2002,13.68,0.00%
401,ARDS,"Aridis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,68.33,,,,68.33,,5.79,,,,-2.71,-21.30%,1.20%,,,,54.30%,,8.92,5.2,32.77%,0.00%,1.20%,12.33%,0.11%,0.54,-93.50%,,-808.00%,0.9,0.9,,,,,,2.18%,3.88%,18.48%,29.98%,11.94%,68.54%,,0.57,5.35%,7.69%,4.77%,6.79%,13.80%,-6.13%,23.36%,-26.33%,97.37%,54.68,1.08%,4.80%,2,10.93,0.37,7.5,5.93%,3976,,,8/14/2018,7.16,-4.53%
2966,GRIN,Grindrod Shipping Holdings Ltd.,Industrials,Marine Shipping,Singapore,68.15,,11.17,,0.21,0.32,1.52,2.67,,,-1.85,-111.10%,133.00%,,,,21.40%,10.80%,18.93,10.98,22.70%,0.00%,26.10%,-3.83%,0.11%,0.24,-6.50%,-13.30%,-9.20%,0.7,0.6,1.02,1.46,7.10%,-11.00%,-10.60%,9.68%,-3.22%,46.45%,53.34%,-30.79%,-39.75%,,0.24,4.44%,6.31%,3.85%,6.46%,2.22%,-41.81%,31.65%,-50.94%,93.09%,53.79,0.00%,1.03%,2,50.18,0.13,3.91,1.03%,6781,8/27/2020 4:30:00 PM,6.02,6/18/2018,3.99,2.04%
5406,PRCP,"Perceptron, Inc.",Technology,Scientific & Technical Instruments,USA,67.86,,136.4,,1,1.68,6.23,24.24,,,-1.11,-270.30%,111.90%,-36.20%,30.00%,5.20%,-289.50%,-18.60%,9.71,9.53,1.10%,0.00%,57.60%,-5.91%,0.93%,0.05,-16.40%,-25.80%,-15.60%,2.5,2,0,0.06,36.10%,-15.90%,-15.80%,62.77%,60.09%,107.29%,154.48%,48.26%,24.00%,1.39,0.34,1.35%,4.88%,50.47%,54.29%,64.91%,-0.44%,79.47%,-6.45%,191.45%,81.02,0.44%,-0.15%,2,1750,0.15,6.82,0.29%,269192,9/28/2020 8:30:00 AM,,8/21/1992,6.82,-0.01%
4769,NNA,Navios Maritime Acquisition Corporation,Energy,Oil & Gas Midstream,Monaco,67.82,,1.47,,0.19,0.2,,,27.97%,,-1.76,43.40%,-49.26%,-44.80%,-1.00%,1.10%,257.00%,91.50%,15.89,9.79,71.20%,0.00%,4.40%,-13.22%,0.37%,0.22,-1.20%,-5.80%,3.00%,1.1,1,3.14,3.44,90.00%,32.40%,-5.10%,8.33%,-23.26%,6.98%,3.62%,-33.39%,-49.53%,2.1,0.22,2.73%,5.38%,-0.48%,-9.46%,-16.62%,-24.87%,10.85%,-62.76%,105.26%,45.1,0.00%,1.42%,3,164.2,0.3,4.29,1.42%,49828,7/30/2020 8:30:00 AM,4.5,7/7/2008,4.28,-0.12%
4499,MRKR,"Marker Therapeutics, Inc.",Healthcare,Biotechnology,USA,67.66,,,,96.65,1.97,2.11,,,,-0.51,93.90%,-10.70%,54.40%,,,-11.20%,,46.57,31.86,31.72%,0.00%,31.40%,-4.34%,11.97%,15.94,-49.40%,-56.30%,-51.10%,7,7,0,0,,,,-3.95%,-14.12%,-29.47%,-22.34%,-69.00%,-49.31%,1.07,0.1,5.90%,6.58%,-8.32%,-18.64%,-34.58%,-34.53%,1.67%,-71.98%,9.77%,30.73,-3.31%,0.67%,1.3,239.32,1.05,1.46,-2.67%,253350,,,1/5/1998,1.46,0.00%
569,AYRO,"Ayro, Inc.",Consumer Cyclical,Auto Manufacturers,USA,67.5,1.55,,,80.09,2.79,8.54,,,,1.86,77.50%,,-48.13%,,,84.60%,-75.00%,24.28,10.69,1.30%,0.00%,,,13.09%,0.19,,,,5.8,5.1,0.02,0.07,,,,2.14%,-13.81%,-12.23%,43.50%,-16.20%,-34.77%,2.51,0.3,9.02%,9.59%,0.72%,-17.95%,-19.31%,-44.16%,12.99%,-67.20%,59.44%,42.74,-4.01%,1.01%,,7247.44,0.15,2.87,-3.04%,1099482,,,3/8/2000,2.85,-0.70%
4011,LACQ,Leisure Acquisition Corp.,Financial,Shell Companies,USA,67.36,51.09,,,,13.85,673.6,,,0.00%,0.21,-83.00%,,,,,470.60%,,6.61,1.3,10.39%,0.00%,61.10%,-74.00%,0.06%,0.2,1.20%,1.40%,,0.2,0.2,0.12,0.12,,,,-2.75%,0.24%,-12.22%,1.20%,5.14%,1.01%,,0.23,2.07%,1.71%,-0.71%,-0.41%,0.29%,-6.16%,3.19%,-23.03%,15.47%,48.06,4.00%,-5.42%,,4.11,0.16,10.52,-1.64%,691,,,2/26/2018,,
1990,EGY,"VAALCO Energy, Inc.",Energy,Oil & Gas E&P,USA,67.13,,,,0.88,1.13,1.5,83.92,,,-0.95,-102.90%,,48.30%,2.00%,-7.90%,,-60.00%,57.46,52.91,5.00%,0.00%,46.60%,-4.45%,0.10%,0.26,-29.90%,-66.30%,-2.50%,1.2,1.2,0,0,56.70%,-24.20%,-72.60%,15.30%,5.66%,-11.81%,20.29%,-43.15%,-49.55%,1.84,0.06,6.55%,4.78%,8.89%,1.23%,-18.72%,-13.73%,20.43%,-56.92%,60.00%,59.66,1.82%,10.00%,1,207.03,9.03,1.12,12.00%,1659577,8/6/2020 16:30,,1/29/1993,1.06,-5.36%
971,BWAY,Brainsway Ltd.,Healthcare,Diagnostics & Research,Israel,66.75,,,,3.15,2.76,,,,,-0.8,66.00%,26.50%,,,,,-15.40%,11.13,2.98,2.79%,0.00%,12.51%,,1.05%,1.31,,,,,,,,,,,6.57%,-25.00%,-0.66%,-17.81%,-36.91%,-38.46%,,0.31,2.57%,3.80%,-2.39%,-6.99%,-25.50%,-28.57%,6.57%,-52.11%,17.65%,45.69,2.56%,0.30%,1.5,23.79,0.22,6,2.87%,5271,8/12/2020 8:30,,4/17/2019,5.86,-2.33%
6520,TANH,Tantech Holdings Ltd,Consumer Defensive,Household & Personal Products,China,66.73,,,,1.36,0.74,5.38,4.57,,,-0.21,-418.70%,,-21.30%,,-5.50%,-266.20%,-5.40%,28.85,17.11,40.83%,0.00%,1.90%,-5.06%,1.37%,0.42,-5.00%,-6.50%,-9.50%,3.6,3.5,0,0.08,12.10%,-18.00%,-12.90%,0.00%,10.32%,90.03%,147.90%,55.33%,28.73%,-0.21,0.17,6.71%,8.17%,5.26%,17.86%,62.95%,-7.91%,48.40%,-8.63%,187.65%,58.9,-4.51%,-2.01%,,557.3,3.42,2.33,-6.43%,1819853,,,3/24/2015,2.29,-1.72%
4609,MZA,"BlackRock MuniYield Arizona Fund, Inc.",Financial,Asset Management,USA,66.67,7.97,,,15.71,0.95,,,4.24%,,1.8,,,,,,301.90%,-2.70%,4.64,,0.01%,0.00%,5.99%,,,1.11,,,,,,,,,,,1.13%,-0.14%,2.29%,11.04%,3.30%,5.89%,,0.2,1.31%,1.02%,-0.02%,-1.19%,4.58%,-6.01%,1.77%,-6.01%,49.17%,50.05,-0.90%,0.97%,,5.79,0.22,14.38,0.07%,1283,,,11/15/1993,14.37,-0.07%
6489,SYBX,"Synlogic, Inc.",Healthcare,Biotechnology,USA,66.33,,,,31.59,0.53,0.61,,,,-1.67,16.40%,10.20%,23.60%,,,2.00%,0.00%,34.97,27.54,0.10%,0.00%,44.60%,-7.85%,1.25%,1.66,-31.80%,-38.30%,-34.60%,20.2,20.2,0,0,,,,0.50%,-10.27%,3.08%,26.42%,-0.50%,-22.09%,2.06,0.14,5.88%,6.47%,-5.05%,-9.77%,-9.98%,-25.28%,6.91%,-41.91%,48.89%,43.13,-0.50%,0.00%,2,208,0.5,2.01,-0.50%,104917,8/6/2020 8:30,,10/1/2015,2,-0.50%
3532,INFI,"Infinity Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,66.03,,,,47.16,,1.55,,,,-0.76,-306.60%,-7.80%,-18.20%,,-55.00%,10.70%,33.30%,57.44,55.29,0.30%,0.00%,49.90%,-0.19%,0.14%,0.09,-80.70%,,-592.30%,5,5,,,39.70%,,,9.43%,5.45%,30.22%,51.52%,16.00%,20.83%,1.85,0.07,5.91%,6.97%,8.16%,9.03%,10.73%,-16.55%,41.46%,-30.95%,93.33%,59.94,-1.69%,0.85%,2.4,898.05,0.37,1.16,-0.85%,326852,7/30/2020 4:30:00 PM,,7/27/2000,1.14,-1.72%
4760,NMM,Navios Maritime Partners L.P.,Industrials,Marine Shipping,Monaco,65.93,,1.44,,0.3,0.1,2.84,1.77,3.36%,,-6.44,-374.50%,376.97%,-19.20%,33.08%,-0.70%,-121.20%,-2.50%,11.22,8.57,8.90%,0.00%,4.80%,-44.71%,1.44%,1.27,-5.70%,-9.90%,1.40%,0.5,0.5,0.57,0.7,90.70%,-0.20%,-32.80%,2.94%,-2.94%,-37.89%,26.33%,-64.69%,-68.05%,2.35,0.28,4.48%,4.93%,-1.04%,-8.11%,-33.10%,-33.39%,5.68%,-72.07%,45.83%,46.22,-1.65%,0.50%,3,97.19,1.04,5.95,-1.16%,100646,7/29/2020 8:30:00 AM,10,11/13/2007,6,0.84%
4723,NHTC,Natural Health Trends Corp.,Consumer Cyclical,Internet Retail,Hong Kong,65.19,,,,0.98,0.87,0.7,,13.93%,,-0.44,-119.30%,,-18.30%,,-9.00%,-91.70%,-29.90%,10.58,6.95,39.12%,0.00%,15.60%,-8.34%,0.73%,2.27,-4.00%,-6.20%,-9.40%,4.5,4.3,0,0,71.60%,-8.60%,-7.00%,1.39%,7.77%,-0.97%,78.39%,-14.02%,6.77%,1.16,0.31,5.23%,5.77%,0.82%,0.71%,14.33%,-18.52%,14.19%,-30.54%,127.94%,51.79,2.21%,-0.35%,,22.31,0.52,5.74,1.84%,11610,8/5/2020 8:30,,6/22/1995,5.71,-0.59%
4328,MFD,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,Financial,Closed-End Fund - Equity,USA,65.17,,,,7.48,0.82,,,10.49%,,-0.83,,,,,,,-28.10%,8.55,,21.93%,0.00%,31.51%,,,0.21,,,,,,,,,,,1.33%,-4.81%,-6.21%,5.32%,-21.55%,-28.87%,,0.14,1.38%,1.56%,-1.74%,-4.80%,-12.01%,-15.28%,1.67%,-33.81%,48.06%,40.62,0.20%,-0.91%,,37.22,0.51,7.63,-0.72%,18818,,,3/26/2004,7.6,-0.33%
5305,PIXY,"ShiftPixy, Inc.",Industrials,Staffing & Employment Services,USA,65.08,,,,2.93,15.72,6.03,,,,-13.74,2.00%,,,,,65.50%,25.00%,26.25,3.22,77.20%,0.00%,1.20%,185.03%,20.23%,0.24,-317.00%,,136.10%,1.2,1.2,0,0,17.10%,-99.60%,,5.93%,-6.43%,-25.14%,0.26%,-76.04%,-54.51%,,0.23,3.94%,5.32%,-0.22%,-9.81%,-38.63%,-36.82%,17.31%,-85.71%,22.43%,45.41,2.61%,-0.26%,,2726.6,0.06,3.93,2.34%,159238,7/15/2020 4:30:00 PM,,6/30/2017,3.88,-1.27%
